scenario,priority_type,priority_growth_rate,capacity,max,capacity_ratio,tracing_delay,vaccinated,priority,samples_isol_swab,samples_test_turnaround_time,samples_time_to_interview
optimal_vaccine_priority_new_swab_delay_poisson1_capacity70pc_max_5d,vaccine_priority_new_swab,delay_poisson1,capacity70pc,max_5d,0.7,5,TRUE,FALSE,0,1,4
optimal_vaccine_priority_new_swab_delay_poisson1_capacity70pc_max_5d,vaccine_priority_new_swab,delay_poisson1,capacity70pc,max_5d,0.7,8,TRUE,FALSE,2,2,4
optimal_vaccine_priority_new_swab_delay_poisson1_capacity70pc_max_5d,vaccine_priority_new_swab,delay_poisson1,capacity70pc,max_5d,0.7,9,TRUE,TRUE,4,1,4
optimal_vaccine_priority_new_swab_delay_poisson1_capacity70pc_max_5d,vaccine_priority_new_swab,delay_poisson1,capacity70pc,max_5d,0.7,Inf,TRUE,FALSE,1,1,Inf
optimal_vaccine_priority_new_swab_delay_poisson1_capacity70pc_max_5d,vaccine_priority_new_swab,delay_poisson1,capacity70pc,max_5d,0.7,Inf,TRUE,FALSE,1,1,Inf
