scenario,priority_type,priority_growth_rate,capacity,max,capacity_ratio,tracing_delay,vaccinated,priority,samples_isol_swab,samples_test_turnaround_time,samples_time_to_interview
optimal_priority_vaccine_new_swab_delay_zero_capacity40pc_max_5d,priority_vaccine_new_swab,delay_zero,capacity40pc,max_5d,0.4,Inf,TRUE,FALSE,0,2,Inf
optimal_priority_vaccine_new_swab_delay_zero_capacity40pc_max_5d,priority_vaccine_new_swab,delay_zero,capacity40pc,max_5d,0.4,Inf,TRUE,FALSE,1,1,Inf
optimal_priority_vaccine_new_swab_delay_zero_capacity40pc_max_5d,priority_vaccine_new_swab,delay_zero,capacity40pc,max_5d,0.4,Inf,TRUE,FALSE,1,1,Inf
optimal_priority_vaccine_new_swab_delay_zero_capacity40pc_max_5d,priority_vaccine_new_swab,delay_zero,capacity40pc,max_5d,0.4,Inf,TRUE,FALSE,1,1,Inf
optimal_priority_vaccine_new_swab_delay_zero_capacity40pc_max_5d,priority_vaccine_new_swab,delay_zero,capacity40pc,max_5d,0.4,Inf,TRUE,FALSE,4,1,Inf
optimal_priority_vaccine_new_swab_delay_zero_capacity40pc_max_5d,priority_vaccine_new_swab,delay_zero,capacity40pc,max_5d,0.4,5,TRUE,TRUE,3,1,1
