scenario,priority_type,priority_growth_rate,capacity,max,capacity_ratio,tracing_delay,vaccinated,priority,samples_isol_swab,samples_test_turnaround_time,samples_time_to_interview
optimal_vaccine_new_swab_delay_zero_capacity100pc_max_5d,vaccine_new_swab,delay_zero,capacity100pc,max_5d,1,Inf,TRUE,FALSE,1,1,Inf
optimal_vaccine_new_swab_delay_zero_capacity100pc_max_5d,vaccine_new_swab,delay_zero,capacity100pc,max_5d,1,6,TRUE,TRUE,1,1,4
optimal_vaccine_new_swab_delay_zero_capacity100pc_max_5d,vaccine_new_swab,delay_zero,capacity100pc,max_5d,1,6,TRUE,FALSE,1,1,4
